model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,0,320.8,0.0,-364.44,9.51,0.44,2227
dqn,TRAIN,1,366.4,0.0,-466.75,12.27,0.46,1994
dqn,TRAIN,2,339.3,307.0,-458.43,11.96,0.47,1869
dqn,TRAIN,3,1027.9,262.0,-1416.50,41.12,0.67,520
dqn,TRAIN,4,546.8,374.7,-594.34,20.92,0.58,1624
dqn,TRAIN,5,523.8,529.9,-491.11,17.85,0.56,1863
dqn,TRAIN,6,528.2,564.6,-504.66,18.53,0.56,1799
dqn,TRAIN,7,530.0,573.3,-481.34,17.61,0.57,1900
dqn,TRAIN,8,518.2,574.6,-446.35,16.47,0.56,1965
dqn,TRAIN,9,480.5,567.8,-431.91,15.72,0.53,1994
dqn,TRAIN,10,430.7,536.5,-369.32,13.75,0.52,2011
dqn,TRAIN,11,387.6,504.1,-339.53,12.33,0.52,2111
dqn,TRAIN,12,408.7,468.4,-349.10,13.04,0.52,2035
dqn,TRAIN,13,368.4,444.9,-299.19,11.30,0.49,2119
dqn,TRAIN,14,321.7,418.4,-257.88,9.68,0.47,2208
dqn,TRAIN,15,328.1,398.4,-254.56,9.38,0.47,2206
dqn,TRAIN,16,299.0,366.7,-236.49,8.26,0.43,2217
dqn,TRAIN,17,292.5,327.7,-240.98,8.37,0.43,2207
dqn,TRAIN,18,315.3,240.0,-253.25,8.92,0.44,2266
dqn,TRAIN,19,259.4,192.0,-192.22,6.72,0.42,2287
dqn,TRAIN,20,251.2,168.6,-179.23,6.22,0.41,2326
dqn,TRAIN,21,230.4,151.5,-159.09,5.48,0.40,2321
dqn,TRAIN,22,241.1,134.2,-165.51,5.80,0.40,2347
dqn,TRAIN,23,219.8,125.3,-145.94,5.00,0.39,2347
dqn,TRAIN,24,226.1,113.8,-146.45,5.16,0.40,2326
dqn,TRAIN,25,214.8,104.1,-136.80,4.81,0.38,2318
dqn,TRAIN,26,204.0,96.5,-122.75,4.28,0.37,2331
dqn,TRAIN,27,210.6,88.6,-131.48,4.57,0.37,2340
dqn,TRAIN,28,210.7,80.7,-134.49,4.66,0.37,2360
dqn,TRAIN,29,206.2,78.4,-125.87,4.36,0.36,2356
dqn,TRAIN,30,193.6,70.8,-114.50,3.93,0.36,2369
dqn,TRAIN,31,199.5,66.7,-120.10,4.10,0.35,2370
dqn,TRAIN,32,195.1,59.9,-120.35,4.12,0.35,2354
dqn,TRAIN,33,194.8,54.5,-119.82,4.04,0.34,2386
dqn,TRAIN,34,183.2,49.0,-107.85,3.56,0.34,2381
dqn,TRAIN,35,176.6,45.8,-100.75,3.33,0.34,2371
dqn,TRAIN,36,176.2,43.7,-98.35,3.26,0.33,2381
dqn,TRAIN,37,176.3,41.1,-99.88,3.29,0.33,2395
dqn,TRAIN,38,170.4,39.4,-93.36,3.05,0.33,2394
dqn,TRAIN,39,170.3,37.7,-93.12,3.03,0.32,2388
dqn,TRAIN,40,174.0,36.0,-97.95,3.17,0.33,2383
dqn,TRAIN,41,172.4,35.0,-96.63,3.14,0.33,2379
dqn,TRAIN,42,180.6,34.0,-104.56,3.39,0.33,2386
dqn,TRAIN,43,170.7,32.5,-94.44,3.07,0.32,2385
dqn,TRAIN,44,174.1,31.1,-95.19,3.13,0.32,2396
dqn,TRAIN,45,172.0,29.7,-97.17,3.08,0.32,2391
dqn,TRAIN,46,166.5,29.6,-88.85,2.84,0.31,2395
dqn,TRAIN,47,166.2,29.5,-91.36,2.91,0.32,2409
dqn,TRAIN,48,164.4,28.5,-87.41,2.77,0.31,2395
dqn,TRAIN,49,163.7,28.3,-87.20,2.75,0.31,2389
dqn,TRAIN,50,164.4,27.9,-87.30,2.74,0.31,2401
dqn,TRAIN,51,167.1,27.8,-91.35,2.91,0.31,2400
dqn,TRAIN,52,161.2,27.8,-82.69,2.64,0.31,2397
dqn,TRAIN,53,161.3,27.9,-83.37,2.63,0.31,2401
dqn,TRAIN,54,159.9,27.6,-83.42,2.62,0.31,2406
dqn,TRAIN,55,161.0,27.5,-84.43,2.69,0.31,2400
dqn,TRAIN,56,155.5,25.9,-77.51,2.43,0.31,2401
dqn,TRAIN,57,161.8,25.1,-84.02,2.67,0.31,2400
dqn,TRAIN,58,158.3,24.0,-82.14,2.58,0.31,2403
dqn,TRAIN,59,160.4,23.2,-83.54,2.66,0.31,2404
dqn,TRAIN,60,159.1,22.9,-81.16,2.58,0.31,2404
dqn,TRAIN,61,158.6,22.8,-79.95,2.56,0.30,2401
dqn,TRAIN,62,164.5,21.9,-87.78,2.85,0.31,2386
dqn,TRAIN,63,162.0,22.4,-84.82,2.72,0.31,2409
dqn,TRAIN,64,156.1,22.5,-78.15,2.48,0.30,2407
dqn,TRAIN,65,158.0,21.7,-81.82,2.58,0.31,2404
dqn,TRAIN,66,158.4,22.1,-80.82,2.59,0.30,2402
dqn,TRAIN,67,158.2,22.0,-83.35,2.63,0.30,2394
dqn,TRAIN,68,163.0,21.3,-84.88,2.71,0.31,2400
dqn,TRAIN,69,160.2,21.7,-82.78,2.64,0.30,2407
dqn,TRAIN,70,154.8,22.2,-76.43,2.39,0.30,2400
dqn,TRAIN,71,155.8,21.2,-77.49,2.44,0.30,2403
dqn,TRAIN,72,160.9,20.9,-82.58,2.66,0.31,2396
dqn,TRAIN,73,157.5,20.5,-78.81,2.49,0.30,2406
dqn,TRAIN,74,155.8,20.6,-79.08,2.50,0.30,2392
dqn,TRAIN,75,156.1,20.4,-77.36,2.42,0.30,2402
dqn,TRAIN,76,158.6,20.7,-81.20,2.55,0.31,2395
dqn,TRAIN,77,156.2,19.6,-78.49,2.48,0.30,2406
dqn,TRAIN,78,156.1,19.3,-78.50,2.48,0.30,2403
dqn,TRAIN,79,157.4,19.4,-78.40,2.47,0.30,2397
dqn,TRAIN,80,155.8,19.0,-78.77,2.48,0.30,2397
dqn,TRAIN,81,157.8,18.9,-79.62,2.50,0.30,2407
dqn,TRAIN,82,157.0,18.9,-78.54,2.46,0.31,2411
dqn,TRAIN,83,155.0,18.6,-76.76,2.40,0.30,2400
dqn,TRAIN,84,155.6,18.6,-78.08,2.43,0.30,2405
dqn,TRAIN,85,157.0,18.6,-80.04,2.46,0.30,2408
dqn,TRAIN,86,158.4,19.0,-79.72,2.50,0.30,2406
dqn,TRAIN,87,159.1,19.1,-82.28,2.58,0.30,2403
dqn,TRAIN,88,160.9,19.2,-83.38,2.62,0.30,2410
dqn,TRAIN,89,155.6,19.0,-75.39,2.39,0.30,2398
dqn,TRAIN,90,159.5,19.0,-81.32,2.59,0.30,2388
dqn,TRAIN,91,157.6,18.9,-81.11,2.53,0.31,2405
dqn,TRAIN,92,156.4,19.3,-78.55,2.46,0.30,2411
dqn,TRAIN,93,154.9,20.0,-78.55,2.44,0.31,2409
dqn,TRAIN,94,157.6,19.6,-79.67,2.50,0.30,2413
dqn,TRAIN,95,156.9,19.4,-80.09,2.53,0.30,2407
dqn,TRAIN,96,159.0,19.5,-81.69,2.56,0.30,2406
dqn,TRAIN,97,158.7,19.4,-80.33,2.54,0.30,2401
dqn,TRAIN,98,154.8,20.0,-77.71,2.40,0.30,2401
dqn,TRAIN,99,156.0,19.2,-79.71,2.50,0.30,2401
dqn,TRAIN,100,155.8,19.6,-77.82,2.44,0.30,2403
dqn,TRAIN,101,156.9,19.1,-78.16,2.47,0.30,2400
dqn,TRAIN,102,158.1,19.2,-79.73,2.50,0.30,2401
dqn,TRAIN,103,158.7,19.6,-82.31,2.54,0.30,2406
dqn,TRAIN,104,153.2,19.4,-75.25,2.34,0.30,2405
dqn,TRAIN,105,156.8,19.2,-81.13,2.51,0.30,2392
dqn,TRAIN,106,156.7,19.3,-78.81,2.48,0.30,2392
dqn,TRAIN,107,155.4,19.6,-76.80,2.40,0.30,2396
dqn,TRAIN,108,153.9,19.6,-74.03,2.31,0.30,2403
dqn,TRAIN,109,160.2,19.3,-82.26,2.58,0.30,2400
dqn,TRAIN,110,154.8,19.0,-76.63,2.39,0.30,2408
dqn,TRAIN,111,156.0,19.4,-76.75,2.39,0.30,2411
dqn,TRAIN,112,157.1,18.8,-79.00,2.45,0.30,2403
dqn,TRAIN,113,157.2,19.4,-79.47,2.49,0.30,2399
dqn,TRAIN,114,156.4,19.2,-79.24,2.50,0.30,2411
dqn,TRAIN,115,153.5,18.7,-74.46,2.35,0.30,2404
dqn,TRAIN,116,154.8,18.6,-77.48,2.41,0.30,2407
dqn,TRAIN,117,156.4,18.0,-79.65,2.48,0.30,2410
dqn,TRAIN,118,155.4,17.7,-77.37,2.44,0.30,2411
dqn,TRAIN,119,156.6,18.9,-80.36,2.51,0.30,2403
dqn,TRAIN,120,154.8,18.7,-77.16,2.42,0.30,2392
dqn,TRAIN,121,155.1,18.4,-76.84,2.43,0.30,2396
dqn,TRAIN,122,157.3,19.1,-80.27,2.51,0.30,2405
dqn,TRAIN,123,154.4,19.2,-76.62,2.40,0.30,2411
dqn,TRAIN,124,156.3,18.6,-76.80,2.42,0.30,2411
dqn,TRAIN,125,154.6,18.6,-76.06,2.38,0.30,2407
dqn,TRAIN,126,165.1,18.6,-86.56,2.79,0.31,2402
dqn,TRAIN,127,160.2,18.1,-83.08,2.64,0.31,2398
dqn,TRAIN,128,157.8,18.7,-80.69,2.53,0.30,2407
dqn,TRAIN,129,155.9,18.9,-78.65,2.47,0.30,2401
dqn,TRAIN,130,154.7,19.5,-77.04,2.43,0.30,2404
dqn,TRAIN,131,155.3,19.5,-76.42,2.39,0.30,2401
dqn,TRAIN,132,155.9,19.8,-79.69,2.48,0.31,2404
dqn,TRAIN,133,156.9,20.1,-78.53,2.48,0.30,2403
dqn,TRAIN,134,154.8,19.7,-75.79,2.38,0.30,2401
dqn,TRAIN,135,155.5,19.5,-78.22,2.46,0.30,2393
dqn,TRAIN,136,156.9,19.7,-79.52,2.50,0.30,2405
dqn,TRAIN,137,156.0,18.8,-79.22,2.46,0.30,2403
dqn,TRAIN,138,155.6,18.6,-78.44,2.45,0.30,2394
dqn,TRAIN,139,155.0,19.1,-75.78,2.39,0.30,2409
dqn,TRAIN,140,155.8,19.3,-78.91,2.47,0.30,2408
dqn,TRAIN,141,156.0,18.1,-76.56,2.42,0.30,2411
dqn,TRAIN,142,154.5,18.2,-76.90,2.40,0.30,2397
dqn,TRAIN,143,153.9,18.5,-75.90,2.37,0.30,2406
dqn,TRAIN,144,157.0,18.0,-75.78,2.39,0.30,2402
dqn,TRAIN,145,153.0,17.4,-76.12,2.39,0.30,2401
dqn,TRAIN,146,157.2,17.3,-80.20,2.52,0.30,2399
dqn,TRAIN,147,155.3,17.6,-77.33,2.43,0.30,2405
dqn,TRAIN,148,157.8,17.5,-79.37,2.51,0.30,2410
dqn,TRAIN,149,153.1,17.5,-75.52,2.34,0.30,2403
dqn,TRAIN,150,158.4,17.3,-81.97,2.55,0.30,2408
dqn,TRAIN,151,158.5,17.4,-80.90,2.54,0.30,2399
dqn,TRAIN,152,155.2,17.9,-77.94,2.42,0.30,2408
dqn,TRAIN,153,154.3,17.4,-75.91,2.38,0.30,2400
dqn,TRAIN,154,156.3,17.4,-78.27,2.46,0.30,2397
dqn,TRAIN,155,156.1,18.1,-78.68,2.47,0.30,2404
dqn,TRAIN,156,158.3,17.9,-79.61,2.54,0.30,2403
dqn,TRAIN,157,153.5,18.8,-75.04,2.36,0.30,2408
dqn,TRAIN,158,154.9,18.0,-78.11,2.45,0.30,2400
dqn,TRAIN,159,153.3,18.7,-75.58,2.36,0.30,2402
dqn,TRAIN,160,157.1,19.1,-79.49,2.49,0.30,2413
dqn,TRAIN,161,153.9,18.7,-75.20,2.36,0.30,2408
dqn,TRAIN,162,155.0,18.1,-76.33,2.39,0.30,2409
dqn,TRAIN,163,154.5,18.0,-76.30,2.40,0.30,2404
dqn,TRAIN,164,154.8,17.7,-77.50,2.42,0.30,2403
dqn,TRAIN,165,155.1,17.7,-78.95,2.42,0.30,2411
dqn,TRAIN,166,152.3,17.6,-73.27,2.29,0.30,2407
dqn,TRAIN,167,153.9,17.4,-77.78,2.39,0.30,2411
dqn,TRAIN,168,154.2,17.4,-76.00,2.34,0.30,2405
dqn,TRAIN,169,153.7,17.1,-75.66,2.34,0.30,2408
dqn,TRAIN,170,154.7,17.2,-77.83,2.42,0.30,2404
dqn,TRAIN,171,154.8,16.5,-77.49,2.41,0.30,2405
dqn,TRAIN,172,154.6,16.9,-76.18,2.37,0.30,2409
dqn,TRAIN,173,154.5,16.4,-74.74,2.36,0.30,2405
dqn,TRAIN,174,155.4,16.5,-77.16,2.42,0.30,2407
dqn,TRAIN,175,157.3,17.1,-80.87,2.51,0.30,2401
dqn,TRAIN,176,156.3,16.7,-77.27,2.46,0.30,2401
dqn,TRAIN,177,156.5,16.9,-78.83,2.47,0.30,2401
dqn,TRAIN,178,156.6,17.5,-79.48,2.49,0.30,2398
dqn,TRAIN,179,155.3,16.9,-75.90,2.41,0.30,2404
dqn,TRAIN,180,161.4,16.8,-84.22,2.67,0.31,2399
dqn,TRAIN,181,156.8,17.6,-77.46,2.47,0.30,2409
dqn,TRAIN,182,156.0,18.0,-80.87,2.50,0.30,2397
dqn,TRAIN,183,153.4,18.3,-75.06,2.35,0.30,2412
dqn,TRAIN,184,153.6,18.6,-76.06,2.40,0.30,2401
dqn,TRAIN,185,154.5,17.7,-78.56,2.45,0.30,2405
dqn,TRAIN,186,154.4,18.3,-78.31,2.45,0.30,2399
dqn,TRAIN,187,155.3,18.6,-78.02,2.41,0.30,2405
dqn,TRAIN,188,154.9,17.7,-78.03,2.43,0.30,2398
dqn,TRAIN,189,156.0,18.1,-81.67,2.52,0.30,2413
dqn,TRAIN,190,153.8,18.1,-75.90,2.37,0.30,2407
dqn,TRAIN,191,156.4,18.6,-77.98,2.49,0.30,2401
dqn,TRAIN,192,155.2,18.0,-78.08,2.44,0.30,2406
dqn,TRAIN,193,155.3,17.3,-77.08,2.42,0.30,2405
dqn,TRAIN,194,154.6,17.5,-77.95,2.42,0.30,2398
dqn,TRAIN,195,156.6,17.7,-78.44,2.46,0.30,2405
dqn,TRAIN,196,155.0,17.9,-77.32,2.40,0.30,2412
dqn,TRAIN,197,156.6,17.2,-80.55,2.52,0.30,2409
dqn,TRAIN,198,154.0,18.1,-78.35,2.42,0.30,2408
dqn,TRAIN,199,155.4,18.1,-78.10,2.45,0.30,2407
